Segment,RMS,SpectralCentroid,NoteType
804,0.07518799828389765,75.45501163441601,Hold
807,0.08270671431221716,76.36318164441317,Hold
812,0.10413521845654267,67.2166288229745,Tap
818,0.1050952772149276,72.84497807183791,Tap
819,0.11398508029171835,71.76771696804624,Tap
820,0.10006689211163584,76.36969654408453,Tap
821,0.09691005257616381,77.15777863614417,Hold
824,0.0857199476282386,76.48639546964725,Hold
827,0.11013908490845915,77.27572628883777,Tap
828,0.11529966343165476,71.20100661651486,Tap
829,0.10061920144670562,72.94731082303846,Tap
830,0.10885734954057205,73.01563044453007,Tap
832,0.1050769219409636,75.05383663501648,Tap
837,0.11042135476163764,92.1386019603804,Tap
838,0.09220904529246962,101.0677359178254,Hold
841,0.10511738240245165,97.72079212699215,Tap
842,0.11660118648176335,88.36216052435604,Tap
845,0.10403434189438694,54.05911934516152,Tap
846,0.10962799116265867,51.712952704192254,Tap
850,0.07908622175765025,71.14709292613784,Hold
862,0.08393739169032863,68.11840715987508,Hold
872,0.07430588815676038,49.86919888068099,Hold
879,0.07400701364738378,48.264134869192894,Hold
906,0.10933167842907558,61.14384590197815,Tap
915,0.10176831290905669,33.00293764646784,Tap
932,0.10528934770917125,50.290958001595655,Tap
933,0.09838756624755954,32.78470961548582,Hold
936,0.09501212713665597,25.374846935656088,Hold
939,0.08815649707568084,57.53617396709875,Hold
942,0.09097370845701307,35.09162383008866,Hold
976,0.07754557687842566,47.66203857032354,Hold
985,0.10499034699461599,28.52501939553603,Tap
986,0.10667906479562576,23.641067399996075,Tap
994,0.10020255249454216,38.66266771289842,Tap
1002,0.07260070522228682,57.69193258591823,Hold
1011,0.09004042300976858,43.17752379111345,Hold
1014,0.07248978432411919,50.1071336281661,Hold
1019,0.128394959566142,44.75241503746855,Tap
1021,0.10212058026194912,32.84682606012183,Tap
1037,0.09464622046477617,49.58297044537483,Hold
1040,0.07662762543596992,35.13484524810151,Hold
1044,0.08514652714234247,61.10844709403863,Hold
1054,0.07255811966593044,37.69366958012675,Hold
1057,0.1053197783657598,24.64985080795272,Tap
1072,0.1060908683449071,52.339570889442506,Tap
1089,0.13128194667031357,32.77616583841267,Tap
1092,0.1030383099839783,24.181852413326343,Tap
1098,0.07202601752943169,41.414917663399976,Hold
1107,0.10046275784635153,55.05540773765322,Tap
1108,0.09425015145231094,38.14675064078746,Hold
1125,0.10001961794904399,43.156301888442684,Tap
1133,0.07064371630574864,51.94976619892205,Hold
1141,0.09392276750499158,64.44377697433684,Hold
1150,0.08072792794913441,44.747046056224576,Hold
1159,0.11838695690990218,39.301639181430964,Tap
1177,0.11826394564978168,56.25585193308872,Tap
1178,0.11636793727454936,56.41411027954987,Tap
1185,0.11325225098333164,58.47988830623081,Tap
1194,0.13688183969881204,32.484155598029254,Tap
1197,0.1100469571055705,29.949431251636916,Tap
1198,0.07573491440108282,34.1125142112582,Hold
1221,0.08595910297645962,40.19602104340072,Hold
1229,0.11583846321396633,31.30809392247507,Tap
1231,0.12396021431694086,27.808249504551757,Tap
1237,0.09454266773824882,51.974728758371086,Hold
1246,0.11937572977992263,56.80662319001422,Tap
1247,0.12691455784790717,61.976526865552216,Tap
1248,0.1154150174727656,67.90381119664343,Tap
1249,0.10170144596588317,64.99182578696565,Tap
1250,0.10142350366753738,65.08624267087933,Tap
1251,0.07330376784536018,69.23938564456577,Hold
1255,0.10046138805304529,69.47978581045284,Tap
1256,0.08863732642675799,61.48089743319662,Hold
1259,0.07615385368220362,65.77575147226146,Hold
1264,0.11834483906288973,85.94879581376614,Tap
1265,0.1253549058253182,81.07840231523792,Tap
1266,0.11932207621992375,76.6265672917817,Tap
1267,0.09863690608334998,73.30734663407166,Hold
1270,0.09442227980189526,77.46714430786257,Hold
1273,0.10427505323205412,76.68380572971488,Tap
1274,0.10432250420699823,76.99906089859842,Tap
1277,0.10106734054323031,65.80818216640405,Tap
1283,0.12079976291270692,73.11316021482676,Tap
1284,0.08897331947643324,66.75357391371594,Hold
1287,0.10590273276594142,63.44126115428454,Tap
1289,0.10251437762392088,56.9838211281057,Tap
1291,0.10094715841024716,81.89586779360843,Tap
1292,0.0977291224557889,70.1505066796498,Hold
1297,0.11296907424521928,63.72448001871606,Tap
1298,0.08182378704095956,107.77225898478653,Hold
1307,0.10448726202580964,73.95954392073605,Tap
1308,0.1254029840063154,67.04568797467375,Tap
1309,0.11591329098023062,68.06961428090716,Tap
1311,0.11251143907455845,57.55409651349141,Tap
1312,0.0753160600389397,58.03025715669084,Hold
1316,0.10931447080393884,81.82300231955828,Tap
1317,0.11001140517881429,79.99116282467531,Tap
1318,0.1028378791165806,70.19312546884602,Tap
1320,0.12756180048306712,54.62022603561563,Tap
1321,0.07645905214316025,55.42992768727223,Hold
1326,0.10712669706165642,68.99154480158346,Tap
1327,0.1267200878646946,59.13302169166103,Tap
1328,0.12707152064631785,59.307963979740244,Tap
1330,0.11213493025925794,64.06676488043016,Tap
1331,0.11844786638193769,58.23464182943233,Tap
1332,0.10414668695996168,61.51728820722263,Tap
1333,0.10462711245885409,60.06765816692476,Tap
1360,0.11341148127357613,78.48781233694926,Tap
1361,0.10517076525808534,72.93950832518149,Tap
1364,0.1027578366774508,66.35753633527669,Tap
1367,0.10399515578218525,64.37529630448955,Tap
1378,0.10356651275737269,86.8698590441203,Tap
1380,0.11763444901475288,72.12908083140714,Tap
1381,0.12141646137176519,71.43005872129584,Tap
1382,0.10336359419732369,71.3550778249169,Tap
1383,0.08809134726997775,66.13496729279277,Hold
1386,0.11008187972589485,59.26613395716832,Tap
1387,0.09210968770521824,62.12925865031754,Hold
1393,0.08757002463996624,71.62139422694062,Hold
1405,0.10352873922232576,63.8935481464251,Tap
1422,0.10638692308385579,66.30828062070394,Tap
1456,0.10346902960178563,49.886472454383835,Tap
1458,0.10084646270338438,42.867504034521794,Tap
1465,0.10057599176825738,50.528494711684395,Tap
1466,0.0776831338213223,36.31071184904424,Hold
1474,0.10446885960917064,31.547165671749195,Tap
1475,0.11530882965029017,30.936059803696743,Tap
1476,0.10137834387257375,28.01325267099051,Tap
1491,0.11522490255382162,57.393253889344294,Tap
1492,0.10910331040816092,60.12104271465003,Tap
1493,0.07129680484115883,35.24647073849226,Hold
1496,0.075223829536001,34.43995054069156,Hold
1500,0.11438753615276567,54.10172581566905,Tap
1501,0.0837484771991717,38.32054245198914,Hold
1526,0.10825463510310403,48.958988136128625,Tap
1535,0.10526046264468322,49.42252638771623,Tap
1545,0.10775978238061219,39.82092145186069,Tap
1552,0.07086275134261641,58.10206457918113,Hold
1561,0.12804821109814804,51.95547490893973,Tap
1562,0.07871227736405544,34.24676477660804,Hold
1570,0.07831790610213755,45.29431208072234,Hold
1573,0.07339315649255447,48.96771581357684,Hold
1578,0.10860210197593026,50.21810554509155,Tap
1579,0.0777740789824288,33.645011221371284,Hold
1596,0.10149829932319977,56.72044868257634,Tap
1597,0.10047877038648176,52.384717927256006,Tap
1598,0.10088278776935435,58.50214383673834,Tap
1605,0.10960455837311177,58.012652874947754,Tap
1606,0.085639201293765,38.54637766325543,Hold
1613,0.10613593173061209,37.39592890722008,Tap
1616,0.1110139382224061,18.062792469817524,Tap
1620,0.08036407297817239,50.16973124417525,Hold
1623,0.0704393425912029,39.16476407722226,Hold
1631,0.10108285056321467,59.78753480371928,Tap
1633,0.10131800129488104,49.45223042551615,Tap
1648,0.10735167331249303,84.34576116247253,Tap
1657,0.07395757417449071,52.568314148129474,Hold
1666,0.11484116201681205,56.608793215141844,Tap
1668,0.11200675633855194,52.353108639472666,Tap
1669,0.10474693815437079,45.77541022615603,Tap
1685,0.11594537052945868,44.36523636439244,Tap
1686,0.07100711092836698,55.47193417341491,Hold
1689,0.07188713862834188,62.755865096290954,Hold
1701,0.11488063582567647,54.151982342157694,Tap
1709,0.07758507590950954,59.08739021131696,Hold
1718,0.07417524266569446,35.199148789494636,Hold
1735,0.10107352590739757,53.901116096062,Tap
1736,0.08544312541520108,75.0302562772948,Hold
1745,0.11739046826272646,44.88998333022512,Tap
1746,0.11408159310127032,39.089934463942235,Tap
1770,0.08051146049603201,62.77399109265079,Hold
1779,0.09912406255900068,58.84549958180344,Hold
1788,0.12688235583562374,33.09274986517631,Tap
1789,0.10375157200863232,33.10477433815589,Tap
1790,0.11719534737246583,31.868988706595022,Tap
1797,0.0810763267940425,54.70602314315777,Hold
1806,0.13668298156655026,54.632460914572604,Tap
1807,0.12267229595231176,55.44809803822837,Tap
1808,0.08189616822046476,43.01956424410579,Hold
1825,0.1055485299368432,59.06886109888459,Tap
1827,0.10449247894369328,58.65885328020046,Tap
1829,0.10139649326852258,56.46803606416491,Tap
1830,0.0819163747379098,71.19876887824601,Hold
1840,0.10135006923370096,66.30315588511492,Tap
1841,0.11094018246996037,74.56058319218623,Tap
1843,0.08143014143745965,71.30561245787484,Hold
1846,0.09593883247137287,66.63789060811334,Hold
1850,0.10761154315913245,68.81825632620404,Tap
1855,0.09558551120096809,101.62447182693586,Hold
1859,0.10414975926088932,74.8244160023211,Tap
1862,0.10104742385192476,69.0741583189645,Tap
1863,0.091256027067229,67.72701096563111,Hold
1868,0.10827337127224565,62.8412804910216,Tap
1869,0.094893489836403,84.48312825496512,Hold
1872,0.11146509900786572,83.29846302660623,Tap
1875,0.10132338305028721,71.50623007440342,Tap
1876,0.11489622028040586,67.51959707724588,Tap
1877,0.09197029773062868,65.05210695789498,Hold
1884,0.1188544737489876,78.67217266228343,Tap
1885,0.12172155783755674,84.34806679771205,Tap
1886,0.10995611687357186,79.31424502789734,Tap
1887,0.1145344906296814,75.22664572967747,Tap
1889,0.10924265854429796,70.01092753820346,Tap
1890,0.10396271605637294,74.08738492968044,Tap
1891,0.07963632981679258,74.39906416452443,Hold
1894,0.07581757893002836,72.60792642496062,Hold
1902,0.12452512906164023,75.91325045742771,Tap
1903,0.10581912012649644,82.0408260648143,Tap
1904,0.10393450296206834,76.08949321747632,Tap
1905,0.08771477465697275,71.81063511643738,Hold
1910,0.11348922527240458,74.77463637022126,Tap
1911,0.10733895500274342,75.27046857215844,Tap
1912,0.11086129889275234,74.6347041185754,Tap
1919,0.0728831331872919,55.381099361604356,Hold
1927,0.10948283117212752,67.15135203904985,Tap
1928,0.11985895306180998,73.46252797975664,Tap
1929,0.12430056926849632,74.88908667403048,Tap
1930,0.10895504154921799,78.91482212547967,Tap
1931,0.1110975146697381,71.59914708300441,Tap
1932,0.1274235162078901,68.7723448104284,Tap
1934,0.11356362497679921,74.13557284984697,Tap
1936,0.11503847184366021,76.0595659952921,Tap
1937,0.12136796980699112,78.26644777933808,Tap
1938,0.10990502836125512,87.4386660462743,Tap
1939,0.11304625531385862,74.74245338540213,Tap
1940,0.13128546141496886,77.2999115310221,Tap
1941,0.1115885222712724,76.24487459352954,Tap
1942,0.12499803434332425,56.63631948545998,Tap
1954,0.1351589176102189,64.15190850916295,Tap
1955,0.10301330458093151,71.72284291711739,Tap
1957,0.10601976419470635,70.86289531056623,Tap
1960,0.1017597252348308,68.5145022410568,Tap
1961,0.09078954361797249,65.6008129968329,Hold
1980,0.08009848958852328,75.92124991546443,Hold
1989,0.07613442777941704,48.522778719985624,Hold
1992,0.07222692490884262,44.97108646330208,Hold
1997,0.11438079457644147,57.985730464397164,Tap
1998,0.09027146582386127,63.00043646760434,Hold
2007,0.1111561094367193,58.37734136486778,Tap
2008,0.10481970537445741,54.743082931203936,Tap
2009,0.0996828592446387,53.17634556014547,Hold
2012,0.09578560004058098,54.78864199849558,Hold
2015,0.10360406150961673,58.650402309535096,Tap
2016,0.07515645017702816,61.31062095914149,Hold
2019,0.07944206589077663,67.07951662980017,Hold
2024,0.10982051936994283,46.07334408419026,Tap
2025,0.1157218213413566,52.20362304393145,Tap
2026,0.10819899135264927,51.635132941914556,Tap
2027,0.10146316720588,57.29330272697223,Tap
2031,0.10019637924158134,58.369195466810254,Tap
2033,0.070573720415354,69.44618522636692,Hold
2039,0.09712232583243478,64.28349954763935,Hold
2042,0.08605307743296682,53.43629345624588,Hold
2050,0.10095321122437012,50.537570901084024,Tap
2053,0.10023998204412347,53.84860005814343,Tap
2059,0.11263813529946501,41.400337222555265,Tap
2060,0.10965617488241523,39.74814968504123,Tap
2062,0.10303473890826811,41.01553054786195,Tap
2064,0.10436028751391173,39.22741611398236,Tap
2065,0.09658422138217172,61.68297719438542,Hold
2068,0.0800571381165034,58.05655619889737,Hold
2071,0.09019879946273188,59.09879738131066,Hold
2074,0.09378005062490116,50.10482271087704,Hold
2077,0.08170797614475803,50.53331454334569,Hold
2085,0.10020341868036015,67.86566661522224,Tap
2087,0.11852138489369075,60.28336166149076,Tap
2088,0.08856954152155401,56.07918168221466,Hold
2093,0.09814733000837617,50.36929302373108,Hold
2096,0.07812351456471354,60.2700212176934,Hold
2102,0.08867400621516432,57.23046794036103,Hold
2105,0.10733888651683261,58.61800982429831,Tap
2106,0.08049558724231662,64.22022223366177,Hold
2109,0.08208721474565024,65.32304556212144,Hold
2119,0.09648569721803785,66.46931228222621,Hold
2130,0.1030473033251783,53.94748141878808,Tap
2131,0.10286013068201807,58.32307672763494,Tap
2137,0.11159230089343121,61.50358952007664,Tap
2138,0.11121680649021198,69.85367883298184,Tap
2139,0.07817065651920484,64.70485512066107,Hold
2146,0.10237394113831579,67.83375781385243,Tap
2147,0.07610217490315437,61.83863894639762,Hold
2150,0.08287442885161228,56.768522178126126,Hold
2153,0.09741811823317559,61.92189254350482,Hold
2157,0.0768681510787719,68.14141884503898,Hold
2163,0.1082645535613766,52.20517078529478,Tap
2164,0.1267051091046599,38.63713935854084,Tap
2166,0.118230546381943,41.85759464075962,Tap
2168,0.10913236450941631,52.06647281429174,Tap
2169,0.10434780304003699,48.83676570256006,Tap
2170,0.10236573485735728,50.962404415605675,Tap
2171,0.08446908759448805,71.96758639995548,Hold
2174,0.09123024860083419,59.26292627861135,Hold
2178,0.0957748026484164,56.98451446977292,Hold
2183,0.11181971889503332,52.57419430483247,Tap
2184,0.09566276134671149,41.24441169555246,Hold
2189,0.10506538530569386,50.16849902648433,Tap
2190,0.10199151372685968,59.4134581406255,Tap
2191,0.09337191029286694,59.79350346354249,Hold
2195,0.10263042946609038,50.904979722446875,Tap
2198,0.11284381977727281,40.51360526638375,Tap
2199,0.08468443814286786,36.41237434820994,Hold
2207,0.11032241769378251,66.29245595469904,Tap
2208,0.08229641412036123,67.9125992062075,Hold
2211,0.0742952650693926,66.83174894734162,Hold
2215,0.12400462729251994,61.11708237003279,Tap
2217,0.1077415431327166,69.34994719766534,Tap
2218,0.08353377727325004,65.09297923047728,Hold
2224,0.11183550277947965,76.22901242423504,Tap
2225,0.07693895414407874,83.6913818581168,Hold
2233,0.10836084714455606,64.1992861958379,Tap
2234,0.11731064418311023,60.545162413697824,Tap
2235,0.11344557659089667,62.529030239149456,Tap
2236,0.12464053733502095,55.65210795898208,Tap
2237,0.10731701574766228,65.18520167505497,Tap
2238,0.11848704058639709,58.44182876476161,Tap
2239,0.10121302074885859,67.02282499895803,Tap
2251,0.10367279469234858,78.31470122027739,Tap
2252,0.10531666273515075,66.86383498892705,Tap
2253,0.0907918849880587,56.330930542058766,Hold
2259,0.10140049325535232,68.05453070394609,Tap
2260,0.10447011705413115,72.08079966457305,Tap
2261,0.08323252838391533,57.31769583185752,Hold
2269,0.0794867833268354,62.09548948123918,Hold
2277,0.1057640253243886,55.70177601150264,Tap
2278,0.08241214476247319,53.31969919711372,Hold
2286,0.1359656297542284,62.648427141507526,Tap
2287,0.09406657300522439,63.91086499563403,Hold
2295,0.10010537935987818,93.1066210893351,Tap
2296,0.07438410618141346,109.63610522006958,Hold
2303,0.12279429248194564,70.51585290942396,Tap
2304,0.12864631025390172,59.59899240042759,Tap
2306,0.11682500530816468,51.93342327064886,Tap
2307,0.10920437122107413,52.1150289749934,Tap
2308,0.08958092190438927,53.974689950288486,Hold
2312,0.10011351223785322,53.01557405355769,Tap
2313,0.09725253300344075,51.191190776416974,Hold
2321,0.10593705182907133,65.63235413856401,Tap
2329,0.1151364255062634,64.08323115729405,Tap
2330,0.10049866034768062,68.31061881674688,Tap
2331,0.1006860561543104,63.64692718312093,Tap
2332,0.085619593232158,47.886256102896326,Hold
2335,0.08950006989002021,48.879859410175925,Hold
2338,0.07701343166698245,58.808870377880275,Hold
2347,0.10733345445992148,55.006199403152316,Tap
2364,0.10446369814925725,65.86799961378327,Tap
2365,0.11151398708156479,63.200200173363015,Tap
2366,0.07606233075785966,51.510655004231246,Hold
2369,0.07013738327163123,50.905876215702364,Hold
2373,0.11005924893739805,55.92133911686725,Tap
2374,0.11397189195567863,52.5972890511373,Tap
2375,0.10233992557359393,53.7356258261256,Tap
2382,0.11229144551761845,67.44841427107549,Tap
2383,0.11398561759237746,56.84622822200261,Tap
2384,0.13113728586277912,51.52220133462473,Tap
2387,0.09097713104523214,64.21544310426975,Hold
2390,0.1038231551248928,64.21980922095626,Tap
2391,0.09499074431770968,64.52476198697389,Hold
2394,0.07353329189619394,71.10305605610979,Hold
2399,0.10534614770683215,68.79859329756484,Tap
2400,0.10791531889662284,70.08013082460651,Tap
2408,0.08758768585304785,63.78477596977014,Hold
2411,0.07493230682579494,62.633228208051136,Hold
2417,0.1150454094877324,52.66093112135964,Tap
2418,0.0892407072682884,47.99138539105576,Hold
2425,0.10222316591981383,57.75222510097521,Tap
2426,0.1138407309072766,56.13860267324975,Tap
2427,0.09100708934389753,56.13666698556049,Hold
2433,0.08844059482936457,72.09814991973887,Hold
2436,0.10254450198706652,67.83085370330728,Tap
2437,0.07313155463108406,67.05275137413558,Hold
2442,0.09904688856649266,63.69917708477457,Hold
2445,0.11379898142151786,58.44594995901377,Tap
2452,0.12057929119808392,81.52155918327641,Tap
2453,0.11197102966653248,83.98840274858827,Tap
2454,0.08335504264101223,80.4715159319512,Hold
2460,0.1025963837813899,76.06571519438893,Tap
2463,0.1006405439189181,79.21276530250711,Tap
2464,0.0824592129908279,76.42727042217503,Hold
2469,0.11758116225014567,72.96186908308141,Tap
2470,0.1178875960557911,74.56469136509158,Tap
2472,0.12871647419843482,73.46047781630652,Tap
2473,0.11379560404568674,77.39552456485403,Tap
2475,0.10474045639621174,75.27954305355924,Tap
2477,0.07782954905358311,81.5382979540797,Hold
2487,0.13175851820647314,79.90689624102276,Tap
2488,0.10383353252540523,84.56638780161822,Tap
2489,0.12742168400930992,73.26410040603038,Tap
2490,0.12308505751713236,75.41947894462623,Tap
2492,0.12480375937380671,75.16301908192229,Tap
2493,0.11320984008497502,75.08670624615212,Tap
2494,0.10285848058610443,76.4164531602032,Tap
2496,0.11607349681681314,74.84044371127355,Tap
2498,0.11446032079003271,74.63077145911986,Tap
2499,0.10925547750139553,80.81782083494296,Tap
2513,0.13768731179182486,54.43835689674931,Tap
2516,0.11106782165649148,57.164962075128244,Tap
2517,0.09480074350105093,57.61731943273665,Hold
2520,0.07996967006821591,61.092266331034516,Hold
2523,0.09169484687414971,54.99346413170207,Hold
2526,0.07634340856182456,63.12167145250017,Hold
2532,0.08429087820044118,94.00419518751923,Hold
2535,0.08235727609027209,95.38260408162651,Hold
2540,0.11054134240175932,60.50254136083605,Tap
2541,0.07674436815866277,64.83787109640129,Hold
2544,0.07868802327871739,52.154789462837975,Hold
2547,0.0773885638781431,44.8144020853786,Hold
2556,0.10169061762103353,57.20801945316151,Tap
2557,0.08641133684312627,66.50889727538153,Hold
2566,0.12329797935855945,51.12578549843058,Tap
2567,0.11654867085889231,50.70106375418944,Tap
2568,0.10454734773063917,55.737851762529004,Tap
2569,0.10695163641664183,53.650447537689814,Tap
2570,0.09102022517508886,55.006004087922456,Hold
2574,0.11255927833896733,55.71599562266104,Tap
2584,0.11053799333808309,44.42851974932921,Tap
2585,0.10197030096088469,46.5589269566502,Tap
2586,0.09740999786193145,55.057987921169584,Hold
2591,0.10875427411537834,62.483147844388505,Tap
2600,0.11021256959986753,60.53224695625419,Tap
2601,0.10980640116101473,60.9247797394716,Tap
2602,0.0947169329764182,47.51896393099941,Hold
2607,0.07042008174400553,102.31115862520734,Hold
2611,0.07112422107511465,64.50518818193139,Hold
2618,0.11314262068095245,47.100125030435734,Tap
2619,0.10089926350839747,44.53316972904353,Tap
2621,0.10157384154139598,43.90934603981951,Tap
2626,0.1009335425449117,61.42576423848744,Tap
2627,0.0813007483309552,64.56573929463394,Hold
2630,0.093758492651307,58.990985027404825,Hold
2633,0.09175769765825108,58.058829044787764,Hold
2636,0.08718134586115998,55.84688925864712,Hold
2644,0.11938698991604697,62.06495040375851,Tap
2661,0.12160975373671921,54.53755539579722,Tap
2663,0.10287672771271844,57.19636237483964,Tap
2664,0.10954636049391803,62.77043402792975,Tap
2665,0.08525332335704379,71.2769142958844,Hold
2668,0.08490529685671568,67.41891934436899,Hold
2679,0.10296171273581714,70.26714475476439,Tap
2680,0.09590368383833957,73.0353072905627,Hold
2683,0.07474411199046212,70.54048599959543,Hold
2687,0.09882056109278615,56.93517870030922,Hold
2690,0.10897581651330367,49.88670789522301,Tap
2691,0.07318813820416527,53.175368189839276,Hold
2696,0.10128632480564667,67.67481152013555,Tap
2697,0.12093403351136106,64.15684068255011,Tap
2698,0.0860212588433892,79.59035218122067,Hold
2701,0.07463236220644572,89.75079366675038,Hold
2704,0.09836735518895945,85.31400935744517,Hold
2707,0.09923125355569869,58.789135773039106,Hold
2710,0.07606889587294513,62.642687952233885,Hold
